api;cat;type
<com.android.internal.telephony.gsm.GSMPhone: boolean getDataRoamingEnabled()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.gsm.GSMPhone: boolean getMute()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.GSMPhone: com.android.internal.telephony.CallTracker getCallTracker()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.GSMPhone: com.android.internal.telephony.IccPhoneBookInterfaceManager getIccPhoneBookInterfaceManager()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.GSMPhone: com.android.internal.telephony.IccSmsInterfaceManager getIccSmsInterfaceManager()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.GSMPhone: com.android.internal.telephony.PhoneSubInfo getPhoneSubInfo()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.gsm.GSMPhone: com.android.internal.telephony.ServiceStateTracker getServiceStateTracker()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.GSMPhone: int getPhoneType()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.GSMPhone: java.lang.String getDeviceId()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.gsm.GSMPhone: java.lang.String getDeviceSvn()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.gsm.GSMPhone: java.lang.String getEsn()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.gsm.GSMPhone: java.lang.String getImei()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.gsm.GSMPhone: java.lang.String getLine1AlphaTag()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.gsm.GSMPhone: java.lang.String getLine1Number()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.gsm.GSMPhone: java.lang.String getMeid()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.gsm.GSMPhone: java.lang.String getMsisdn()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.gsm.GSMPhone: java.lang.String getPhoneName()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.gsm.GSMPhone: java.lang.String getSubscriberId()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.gsm.GSMPhone: java.lang.String getVoiceMailAlphaTag()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.gsm.GSMPhone: java.lang.String getVoiceMailNumber()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.gsm.GSMPhone: java.util.List getPendingMmiCodes()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.GSMPhone: void getAvailableNetworks(android.os.Message)>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.gsm.GSMPhone: void getCallForwardingOption(int,android.os.Message)>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.gsm.GSMPhone: void getCallWaiting(android.os.Message)>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.gsm.GSMPhone: void getDataCallList(android.os.Message)>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.gsm.GSMPhone: void getNeighboringCids(android.os.Message)>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.gsm.GSMPhone: void getPreferredNetworkType(android.os.Message)>;LOCATION_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.GSMPhone: void getSmscAddress(android.os.Message)>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.gsm.GsmCall: com.android.internal.telephony.Phone getPhone()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.GsmCall: java.util.List getConnections()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.GsmCallTracker: boolean getMute()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.GsmCallTracker: com.android.internal.telephony.gsm.GsmConnection getConnectionByIndex(com.android.internal.telephony.gsm.GsmCall,int)>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.GsmConnection: com.android.internal.telephony.UUSInfo getUUSInfo()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.GsmConnection: int getGSMIndex()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.GsmConnection: int getNumberPresentation()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.GsmConnection: java.lang.String getAddress()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.GsmConnection: java.lang.String getRemainingPostDialString()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.GsmConnection: long getConnectTime()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.GsmConnection: long getCreateTime()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.GsmConnection: long getDisconnectTime()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.GsmConnection: long getDurationMillis()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.GsmConnection: long getHoldDurationMillis()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.GsmDataConnection: int getProfileId()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.GsmDataConnectionTracker: android.net.LinkCapabilities getLinkCapabilities(java.lang.String)>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.GsmDataConnectionTracker: android.net.LinkProperties getLinkProperties(java.lang.String)>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.GsmDataConnectionTracker: boolean getAnyDataEnabled()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.gsm.GsmDataConnectionTracker: int getApnProfileID(java.lang.String)>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.GsmDataConnectionTracker: java.lang.String getActionIntentDataStallAlarm()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.GsmDataConnectionTracker: java.lang.String getActionIntentReconnectAlarm()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.GsmDataConnectionTracker: java.lang.String getActiveApnString(java.lang.String)>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.GsmDataConnectionTracker: java.lang.String[] getActiveApnTypes()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.GsmMmiCode: int getCLIRMode()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.GsmMmiCode: java.lang.CharSequence getMessage()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.GsmSMSDispatcher: java.lang.String getFormat()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.GsmServiceStateTracker: com.android.internal.telephony.Phone getPhone()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.GsmServiceStateTracker: int getCurrentDataConnectionState()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.GsmServiceStateTracker: int getCurrentGprsState()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.GsmSmsAddress: java.lang.String getAddressString()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.SIMFileHandler: java.lang.String getEFPath(int)>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.SIMRecords: boolean getVoiceCallForwardingFlag()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.SIMRecords: com.android.internal.telephony.gsm.UsimServiceTable getUsimServiceTable()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.SIMRecords: int getDisplayRule(java.lang.String)>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.SIMRecords: java.lang.String getIMSI()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.SIMRecords: java.lang.String getMsisdnAlphaTag()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.SIMRecords: java.lang.String getMsisdnNumber()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.gsm.SIMRecords: java.lang.String getOperatorNumeric()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.SIMRecords: java.lang.String getVoiceMailAlphaTag()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.SIMRecords: java.lang.String getVoiceMailNumber()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.gsm.SimPhoneBookInterfaceManager: int[] getAdnRecordsSize(int)>;CONTACT_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.SimPhoneBookInterfaceManager: java.util.List getAdnRecordsInEf(int)>;CONTACT_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.SimSmsInterfaceManager: java.util.List getAllMessagesFromIccEf()>;CONTACT_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.SimTlv: byte[] getData()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.SimTlv: int getTag()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.SmsBroadcastConfigInfo: int getFromCodeScheme()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.SmsBroadcastConfigInfo: int getFromServiceId()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.SmsBroadcastConfigInfo: int getToCodeScheme()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.SmsBroadcastConfigInfo: int getToServiceId()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.SmsMessage$PduParser: byte[] getUserData()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.SmsMessage$PduParser: com.android.internal.telephony.SmsHeader getUserDataHeader()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.SmsMessage$PduParser: com.android.internal.telephony.gsm.GsmSmsAddress getAddress()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.SmsMessage$PduParser: int getByte()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.SmsMessage$PduParser: int getUserDataSeptetPadding()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.SmsMessage$PduParser: java.lang.String getSCAddress()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.SmsMessage$PduParser: java.lang.String getUserDataGSM7Bit(int,int,int)>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.SmsMessage$PduParser: java.lang.String getUserDataKSC5601(int)>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.SmsMessage$PduParser: java.lang.String getUserDataUCS2(int)>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.SmsMessage$PduParser: long getSCTimestampMillis()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.SmsMessage: int getDataCodingScheme()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.SmsMessage: int getProtocolIdentifier()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.SmsMessage: int getStatus()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.SmsMessage: int getTPLayerLengthForPDU(java.lang.String)>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.SpnOverride: java.lang.String getSpn(java.lang.String)>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.UsimPhoneBookManager: java.util.ArrayList loadEfFilesFromUsim()>;CONTACT_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.UsimServiceTable: java.lang.Object[] getValues()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.UsimServiceTable: java.lang.String getTag()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.VoiceMailConstants: java.lang.String getCarrierName(java.lang.String)>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.gsm.VoiceMailConstants: java.lang.String getVoiceMailNumber(java.lang.String)>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.gsm.VoiceMailConstants: java.lang.String getVoiceMailTag(java.lang.String)>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.ims.IsimUiccRecords$EfIsimDomainLoaded: java.lang.String getEfName()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.ims.IsimUiccRecords$EfIsimImpiLoaded: java.lang.String getEfName()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.ims.IsimUiccRecords$EfIsimImpuLoaded: java.lang.String getEfName()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.ims.IsimUiccRecords: java.lang.String getIsimDomain()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.ims.IsimUiccRecords: java.lang.String getIsimImpi()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.ims.IsimUiccRecords: java.lang.String[] getIsimImpu()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.sip.SipCallBase: java.util.List getConnections()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.sip.SipConnectionBase: com.android.internal.telephony.UUSInfo getUUSInfo()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.sip.SipConnectionBase: int getNumberPresentation()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.sip.SipConnectionBase: java.lang.String getRemainingPostDialString()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.sip.SipConnectionBase: long getConnectTime()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.sip.SipConnectionBase: long getCreateTime()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.sip.SipConnectionBase: long getDisconnectTime()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.sip.SipConnectionBase: long getDurationMillis()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.sip.SipConnectionBase: long getHoldDurationMillis()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.telephony.sip.SipPhone$SipCall: com.android.internal.telephony.Connection dial(java.lang.String)>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.sip.SipPhone$SipCall: com.android.internal.telephony.Phone getPhone()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.sip.SipPhone$SipCall: java.util.List getConnections()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.sip.SipPhone$SipConnection: android.net.rtp.AudioGroup getAudioGroup()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.sip.SipPhone$SipConnection: boolean getMute()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.sip.SipPhone$SipConnection: com.android.internal.telephony.Phone getPhone()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.sip.SipPhone$SipConnection: int getNumberPresentation()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.sip.SipPhone$SipConnection: java.lang.String getAddress()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.sip.SipPhone$SipConnection: java.lang.String getCnapName()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.sip.SipPhone: android.net.LinkProperties getLinkProperties(java.lang.String)>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.sip.SipPhone: android.telephony.CellLocation getCellLocation()>;LOCATION_INFORMATION;SOURCE
<com.android.internal.telephony.sip.SipPhone: android.telephony.ServiceState getServiceState()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.sip.SipPhone: android.telephony.SignalStrength getSignalStrength()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.sip.SipPhone: boolean getCallForwardingIndicator()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.sip.SipPhone: boolean getDataRoamingEnabled()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.sip.SipPhone: boolean getIccRecordsLoaded()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.sip.SipPhone: boolean getMessageWaitingIndicator()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.sip.SipPhone: boolean getMute()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.sip.SipPhone: com.android.internal.telephony.Call getBackgroundCall()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.sip.SipPhone: com.android.internal.telephony.Call getForegroundCall()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.sip.SipPhone: com.android.internal.telephony.Call getRingingCall()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.sip.SipPhone: com.android.internal.telephony.IccCard getIccCard()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.sip.SipPhone: com.android.internal.telephony.IccFileHandler getIccFileHandler()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.sip.SipPhone: com.android.internal.telephony.IccPhoneBookInterfaceManager getIccPhoneBookInterfaceManager()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.sip.SipPhone: com.android.internal.telephony.IccSmsInterfaceManager getIccSmsInterfaceManager()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.sip.SipPhone: com.android.internal.telephony.PhoneSubInfo getPhoneSubInfo()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.sip.SipPhone: int getPhoneType()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.sip.SipPhone: java.lang.String getDeviceId()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.sip.SipPhone: java.lang.String getDeviceSvn()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.sip.SipPhone: java.lang.String getEsn()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.sip.SipPhone: java.lang.String getIccSerialNumber()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.sip.SipPhone: java.lang.String getImei()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.sip.SipPhone: java.lang.String getLine1AlphaTag()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.sip.SipPhone: java.lang.String getLine1Number()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.sip.SipPhone: java.lang.String getMeid()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.sip.SipPhone: java.lang.String getPhoneName()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.sip.SipPhone: java.lang.String getSipUri()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.sip.SipPhone: java.lang.String getSubscriberId()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.sip.SipPhone: java.lang.String getVoiceMailAlphaTag()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.sip.SipPhone: java.lang.String getVoiceMailNumber()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.sip.SipPhone: java.util.List getCurrentDataConnectionList()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.sip.SipPhone: java.util.List getPendingMmiCodes()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.sip.SipPhone: void getPreferredNetworkType(android.os.Message)>;LOCATION_INFORMATION;SOURCE
<com.android.internal.telephony.sip.SipPhone: void getSmscAddress(android.os.Message)>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.sip.SipPhoneBase: android.net.LinkProperties getLinkProperties(java.lang.String)>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.sip.SipPhoneBase: android.telephony.CellLocation getCellLocation()>;LOCATION_INFORMATION;SOURCE
<com.android.internal.telephony.sip.SipPhoneBase: android.telephony.ServiceState getServiceState()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.sip.SipPhoneBase: android.telephony.SignalStrength getSignalStrength()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.sip.SipPhoneBase: boolean getCallForwardingIndicator()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.sip.SipPhoneBase: boolean getDataRoamingEnabled()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.sip.SipPhoneBase: boolean getIccRecordsLoaded()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.sip.SipPhoneBase: boolean getMessageWaitingIndicator()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.sip.SipPhoneBase: com.android.internal.telephony.IccCard getIccCard()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.sip.SipPhoneBase: com.android.internal.telephony.IccFileHandler getIccFileHandler()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.sip.SipPhoneBase: com.android.internal.telephony.IccPhoneBookInterfaceManager getIccPhoneBookInterfaceManager()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.sip.SipPhoneBase: com.android.internal.telephony.IccSmsInterfaceManager getIccSmsInterfaceManager()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.sip.SipPhoneBase: com.android.internal.telephony.PhoneSubInfo getPhoneSubInfo()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.sip.SipPhoneBase: int getPhoneType()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.sip.SipPhoneBase: java.lang.String getDeviceId()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.sip.SipPhoneBase: java.lang.String getDeviceSvn()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.sip.SipPhoneBase: java.lang.String getEsn()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.sip.SipPhoneBase: java.lang.String getIccSerialNumber()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.sip.SipPhoneBase: java.lang.String getImei()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.sip.SipPhoneBase: java.lang.String getLine1AlphaTag()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.sip.SipPhoneBase: java.lang.String getLine1Number()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.sip.SipPhoneBase: java.lang.String getMeid()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.sip.SipPhoneBase: java.lang.String getSubscriberId()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.sip.SipPhoneBase: java.lang.String getVoiceMailAlphaTag()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.sip.SipPhoneBase: java.lang.String getVoiceMailNumber()>;UNIQUE_IDENTIFIER;SOURCE
<com.android.internal.telephony.sip.SipPhoneBase: java.util.List getCurrentDataConnectionList()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.sip.SipPhoneBase: java.util.List getPendingMmiCodes()>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.telephony.sip.SipPhoneBase: void getPreferredNetworkType(android.os.Message)>;LOCATION_INFORMATION;SOURCE
<com.android.internal.telephony.sip.SipPhoneBase: void getSmscAddress(android.os.Message)>;SYSTEM_SETTINGS;SOURCE
<com.android.internal.textservice.ISpellCheckerSession$Stub$Proxy: java.lang.String getInterfaceDescriptor()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.textservice.ISpellCheckerSession$Stub: android.os.IBinder asBinder()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.textservice.ISpellCheckerSessionListener$Stub$Proxy: java.lang.String getInterfaceDescriptor()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.textservice.ISpellCheckerSessionListener$Stub: android.os.IBinder asBinder()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.textservice.ITextServicesManager$Stub$Proxy: android.view.textservice.SpellCheckerInfo getCurrentSpellChecker(java.lang.String)>;NETWORK_INFORMATION;SOURCE
<com.android.internal.textservice.ITextServicesManager$Stub$Proxy: android.view.textservice.SpellCheckerInfo[] getEnabledSpellCheckers()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.textservice.ITextServicesManager$Stub$Proxy: android.view.textservice.SpellCheckerSubtype getCurrentSpellCheckerSubtype(java.lang.String,boolean)>;NETWORK_INFORMATION;SOURCE
<com.android.internal.textservice.ITextServicesManager$Stub$Proxy: java.lang.String getInterfaceDescriptor()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.textservice.ITextServicesManager$Stub$Proxy: void getSpellCheckerService(java.lang.String,java.lang.String,com.android.internal.textservice.ITextServicesSessionListener,com.android.internal.textservice.ISpellCheckerSessionListener,android.os.Bundle)>;NETWORK_INFORMATION;SOURCE
<com.android.internal.textservice.ITextServicesManager$Stub: android.os.IBinder asBinder()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.textservice.ITextServicesSessionListener$Stub$Proxy: java.lang.String getInterfaceDescriptor()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.textservice.ITextServicesSessionListener$Stub: android.os.IBinder asBinder()>;NETWORK_INFORMATION;SOURCE
<com.android.internal.util.AsyncService: android.os.Handler getHandler()>;NETWORK_INFORMATION;SOURCE
<com.android.server.NetworkManagementSocketTagger: int getThreadSocketStatsTag()>;SYSTEM_SETTINGS;SOURCE
<dalvik.system.BaseDexClassLoader: java.lang.Package getPackage(java.lang.String)>;NETWORK_INFORMATION;SOURCE
<gov.nist.core.net.SslNetworkLayer: java.net.Socket createSocket(java.net.InetAddress,int,java.net.InetAddress,int)>;SYSTEM_SETTINGS;SOURCE
<gov.nist.core.net.SslNetworkLayer: javax.net.ssl.SSLServerSocket createSSLServerSocket(int,int,java.net.InetAddress)>;SYSTEM_SETTINGS;SOURCE
<gov.nist.core.net.SslNetworkLayer: javax.net.ssl.SSLSocket createSSLSocket(java.net.InetAddress,int)>;SYSTEM_SETTINGS;SOURCE
<gov.nist.core.net.SslNetworkLayer: javax.net.ssl.SSLSocket createSSLSocket(java.net.InetAddress,int,java.net.InetAddress)>;SYSTEM_SETTINGS;SOURCE
<gov.nist.javax.sip.SipStackImpl: java.lang.String[] getEnabledCipherSuites()>;SYSTEM_SETTINGS;SOURCE
<gov.nist.javax.sip.SipStackImpl: java.lang.String[] getEnabledProtocols()>;SYSTEM_SETTINGS;SOURCE
<gov.nist.javax.sip.address.AddressImpl: javax.sip.address.URI getURI()>;FILE_INFORMATION;SOURCE
<gov.nist.javax.sip.address.Authority: java.lang.String getPassword()>;SYSTEM_SETTINGS;SOURCE
<gov.nist.javax.sip.address.SipUri: java.lang.String getUserPassword()>;SYSTEM_SETTINGS;SOURCE
<gov.nist.javax.sip.address.UserInfo: java.lang.String getPassword()>;SYSTEM_SETTINGS;SOURCE
<gov.nist.javax.sip.header.AuthenticationHeader: javax.sip.address.URI getURI()>;FILE_INFORMATION;SOURCE
<gov.nist.javax.sip.header.Challenge: java.lang.String getURI()>;FILE_INFORMATION;SOURCE
<gov.nist.javax.sip.header.Contact: boolean getWildCardFlag()>;CONTACT_INFORMATION;SOURCE
<gov.nist.javax.sip.header.Contact: gov.nist.core.NameValueList getContactParms()>;CONTACT_INFORMATION;SOURCE
<gov.nist.javax.sip.header.Contact: gov.nist.javax.sip.header.ContactList getContactList()>;CONTACT_INFORMATION;SOURCE
<gov.nist.javax.sip.header.Contact: int getExpires()>;CONTACT_INFORMATION;SOURCE
<gov.nist.javax.sip.header.Contact: java.lang.String getPubGruuParam()>;CONTACT_INFORMATION;SOURCE
<gov.nist.javax.sip.header.Contact: java.lang.String getSipInstanceParam()>;CONTACT_INFORMATION;SOURCE
<gov.nist.javax.sip.header.Contact: java.lang.String getTempGruuParam()>;CONTACT_INFORMATION;SOURCE
